Train,TrainCode,Type,Route,Direction,FromExpected,ToExpected,Notes
B40,98840,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR46,98348,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL76,98100,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN42,98742,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BR48,98350,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B42,98842,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL78,98102,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PLVD26,98104,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
GN44,98744,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL80,98106,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B44,98844,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL82,98108,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
WGN4,91394,0,HARBOUR,UP,GMN,CSMTH,Special GMN code pattern
PL84,98110,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL86,98112,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BRVD4,98352,0,HARBOUR,UP,BEPR,VDLR,Harbour Line to BEPR
B46,98846,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL88,98114,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL90,98116,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN46,98746,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL92,98118,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR50,98354,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B48,98848,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL94,98120,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V36,98542,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL96,98122,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PLVD28,98124,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
GN48,98748,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BR52,98356,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B50,98850,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL98,98126,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL100,98128,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN50,98750,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD30,98130,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL102,98132,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL104,98134,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V38,98544,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
B52,98852,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL106,98136,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PLVD32,98138,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
V40,98546,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL108,98140,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN52,98752,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL110,98142,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL112,98144,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
VVD8,98548,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
B54,98854,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL114,98146,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR54,98358,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN54,98754,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V42,98550,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL116,98148,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL118,98150,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
VVD10,98552,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
B56,98856,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR56,98360,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL120,98152,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
VVD12,98554,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
GN56,98756,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL122,98154,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V44,98556,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR58,98362,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL124,98156,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B58,98858,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
VVD14,98558,0,HARBOUR,UP,VSH,VDLR,Harbour Line to VSH
PL126,98158,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN58,98758,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL128,98160,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V46,98560,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
B60,98860,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PLVD34,98162,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
BR60,98364,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
PL130,98164,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V48,98562,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
GN60,98760,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL132,98166,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V50,98564,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PLVD36,98168,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
B62,98862,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL134,98170,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR62,98366,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GN62,98762,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL136,98172,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V52,98566,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR64,98368,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B64,98864,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PLVD38,98174,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL138,98176,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN64,98764,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V54,98568,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR66,98370,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GNPL8,98908,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
GNPL10,98910,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
PL140,98178,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B66,98866,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL142,98180,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN66,98766,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD40,98182,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
V56,98570,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BR68,98372,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B68,98868,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL144,98184,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GNPL12,98912,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
PL146,98186,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V58,98572,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PLVD42,98188,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
GN68,98768,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL148,98190,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN70,98770,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
BRVD6,98374,0,HARBOUR,UP,BEPR,VDLR,Harbour Line to BEPR
PL150,98192,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B70,98870,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL152,98194,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GNPL14,98914,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
WGN6,91396,0,HARBOUR,UP,GMN,CSMTH,Special GMN code pattern
PL154,98196,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN72,98772,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
V60,98574,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL156,98198,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B72,98872,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BRVD8,98376,0,HARBOUR,UP,BEPR,VDLR,Harbour Line to BEPR
PL158,98200,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GNPL16,98916,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
PL160,98202,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
V62,98576,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
BRVD10,98378,0,HARBOUR,UP,BEPR,VDLR,Harbour Line to BEPR
GN74,98774,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL162,98204,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B74,98874,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
BR70,98380,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
V64,98578,0,HARBOUR,UP,VSH,CSMTH,Harbour Line to VSH
PL164,98206,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN76,98776,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PLVD44,98208,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
PL166,98210,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL168,98212,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR72,98382,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
B76,98876,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL170,98214,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN7,98778,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL172,98216,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BR74,98384,0,HARBOUR,UP,BEPR,CSMTH,Harbour Line to BEPR
GNPL18,98918,0,HARBOUR,UP,GMN,PNVL,GMN-PNVL special - check actual route
PL174,98218,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B78,98878,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL176,98220,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN80,98780,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL178,98222,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL180,98224,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B80,98880,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL182,98226,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN82,98782,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL184,98228,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B82,98882,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL186,98230,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN84,98784,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL188,98232,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
PL190,98234,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
B84,98884,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL192,98236,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN86,98786,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL194,98238,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
VPL2,98240,0,HARBOUR,UP,PNVL,VSH,Harbour Line to VSH
B86,98886,0,CSMTH_GMN,UP,BA,CSMTH,BA to CSMTH
PL196,98242,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
GN88,98788,0,CSMTH_GMN,UP,GMN,CSMTH,GMN to CSMTH
PL198,98244,0,HARBOUR,UP,PNVL,CSMTH,Harbour Line to PNVL
BRPL2,98246,0,HARBOUR,UP,PNVL,BEPR,Harbour Line to PNVL
VPL4,98248,0,HARBOUR,UP,PNVL,VSH,Harbour Line to VSH
PLVD46,98250,0,HARBOUR,UP,PNVL,VDLR,Harbour Line to PNVL
BRPL4,98252,0,HARBOUR,UP,PNVL,BEPR,Harbour Line to PNVL
BR1,98301,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL1,98001,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B1,98801,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL3,98003,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BRVD1,98303,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
B3,98803,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL5,98005,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN1,98701,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL7,98007,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD1,98009,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL9,98011,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN3,98703,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD3,98021,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL19,98023,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN9,98709,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL21,98025,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL23,98027,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B7,98807,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL25,98029,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN11,98711,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL27,98031,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL29,98033,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN13,98713,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD5,98035,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
BR3,98305,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B9,98809,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL31,98037,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLGN1,98901,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
BR5,98307,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B11,98811,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL33,98039,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL35,98041,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN15,98715,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL37,98043,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V1,98501,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL39,98045,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD7,98047,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
B13,98813,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL41,98049,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR7,98309,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
VVD1,98503,0,HARBOUR,DN,VDLR,VSH,Harbour Line to VSH
GN17,98717,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL43,98051,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLGN3,98903,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
BR9,98311,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B15,98815,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL45,98053,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL47,98055,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN19,98719,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BRVD3,98313,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
PL49,98057,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V3,98505,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
B17,98817,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD9,98059,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
BR11,98315,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL51,98061,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLGN5,98905,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
B19,98819,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL53,98063,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
CM1,98605,0,HARBOUR,DN,CSMTH,MNKD,Harbour Line short distance
GN21,98721,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
V5,98507,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PLVD11,98065,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
B21,98821,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL55,98067,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR13,98317,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
GN23,98723,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL57,98069,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V7,98509,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
B23,98823,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL59,98071,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V9,98511,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN25,98725,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BRVD5,98319,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
PL61,98073,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V11,98513,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
BR15,98321,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PLVD13,98075,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
B25,98825,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL63,98077,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V13,98515,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PL65,98079,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN27,98727,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BR17,98323,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL67,98081,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B27,98827,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL69,98083,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B29,98829,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
BRVD7,98327,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
PL75,98091,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V19,98521,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN31,98731,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL77,98093,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR21,98329,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B31,98831,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL79,98095,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V21,98523,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN33,98733,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BRVD9,98331,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
PL81,98097,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V23,98525,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
PLGN7,98907,0,HARBOUR,DN,PNVL,GMN,GMN-PNVL special - check actual route
PL83,98099,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR23,98333,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B33,98833,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL85,98101,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN35,98735,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL87,98103,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL89,98105,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B35,98835,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD17,98107,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL91,98109,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN37,98737,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL93,98111,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B37,98837,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
BR25,98335,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL95,98113,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD19,98115,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
WGN1,91393,0,HARBOUR,DN,CSMTH,GMN,Special GMN code pattern
BR27,98337,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B39,98839,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL97,98117,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V25,98527,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
GN39,98739,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD21,98119,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL99,98121,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR29,98339,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B41,98841,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL101,98123,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL103,98125,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN41,98741,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL105,98127,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
V27,98529,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
B43,98843,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD23,98129,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL107,98131,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN43,98743,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL109,98133,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B45,98845,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL111,98135,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN45,98745,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL113,98137,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B47,98847,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
BRVD11,98341,0,HARBOUR,DN,VDLR,BEPR,Harbour Line to BEPR
PL115,98139,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
WGN3,91395,0,HARBOUR,DN,CSMTH,GMN,Special GMN code pattern
PL117,98141,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL119,98143,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN47,98747,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL121,98145,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR31,98343,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
B49,98849,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PLVD25,98147,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
PL123,98149,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
BR33,98345,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL125,98151,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN49,98749,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL127,98153,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL129,98155,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B51,98851,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
VVD3,98531,0,HARBOUR,DN,VDLR,VSH,Harbour Line to VSH
PL131,98157,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL13,98159,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN51,98751,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PLVD27,98161,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
V29,98533,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
