Train,TrainCode,Type,Route,Direction,FromExpected,ToExpected,Notes
TPL35,99035,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV65,99465,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU43,99243,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV67,99467,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TV69,99469,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL37,99037,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV71,99471,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TV73,99473,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL39,99039,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU45,99245,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV75,99475,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL41,99041,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV77,99477,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU47,99247,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV79,99479,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU49,99249,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TPL43,99043,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV81,99481,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU51,99251,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV83,99483,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL45,99045,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV85,99485,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL47,99047,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU53,99253,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV87,99487,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU55,99255,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TPL49,99049,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV89,99489,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU57,99257,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV91,99491,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL51,99051,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV93,99493,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU59,99259,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV95,99495,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU61,99261,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TPL53,99053,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV97,99497,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL55,99055,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV99,99499,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL57,99057,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TNU63,99263,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV101,99501,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU65,99265,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TV103,99503,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL59,99059,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV105,99505,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL61,99061,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV107,99507,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TNU67,99267,0,THB_NEU,DN,TNA,NEU_THB,Trans-Harbour to NEU_THB
TPL63,99063,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV109,99509,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL65,99065,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV111,99511,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL67,99067,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV113,99513,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TV115,99515,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL69,99069,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV117,99517,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL71,99071,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TPL73,99073,0,THB_PNVL,DN,TNA,PNVL,Trans-Harbour to PNVL
TV119,99519,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
UBR1,99701,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR3,99703,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR5,99705,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR7,99707,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR9,99709,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR11,99711,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR13,99713,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR15,99715,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR17,99717,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UBR19,99719,0,PORT,DN,URAN,BEPR,Port Line to BEPR
UNU1,99601,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU3,99603,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU5,99605,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU7,99607,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU9,99609,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU11,99611,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU13,99613,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU15,99615,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU17,99617,0,PORT,DN,URAN,NEU,Port Line to NEU
UNU19,99619,0,PORT,DN,URAN,NEU,Port Line to NEU
UBR2,99702,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR4,99704,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR6,99706,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR8,99708,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR10,99710,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR12,99712,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR14,99714,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR16,99716,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR18,99718,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UBR20,99720,0,PORT,UP,BEPR,URAN,Port Line to BEPR
UNU2,99602,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU4,99604,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU6,99606,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU8,99608,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU10,99610,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU12,99612,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU14,99614,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU16,99616,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU18,99618,0,PORT,UP,NEU,URAN,Port Line to NEU
UNU20,99620,0,PORT,UP,NEU,URAN,Port Line to NEU
PL11,98013,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL13,98015,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PL15,98017,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
GN5,98705,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
GN7,98707,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
PL17,98019,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
B5,98805,0,CSMTH_GMN,DN,CSMTH,BA,CSMTH to BA
PL71,98085,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
PLVD15,98087,0,HARBOUR,DN,VDLR,PNVL,Harbour Line to PNVL
SKP2,96002,1,SE,UP,KHPI,KJT,
KP2,95002,2,SE,UP,KHPI,CSMT,
SKP4,96004,1,SE,UP,KHPI,KJT,
KP4,95004,2,SE,UP,KHPI,CSMT,
SKP6,96006,1,SE,UP,KHPI,KJT,
KP6,95006,2,SE,UP,KHPI,CSMT,
SKP8,96008,1,SE,UP,KHPI,KJT,
SKP10,96010,1,SE,UP,KHPI,KJT,
SKP12,96012,1,SE,UP,KHPI,KJT,
KP8,95008,2,SE,UP,KHPI,CSMT,
SKP14,96014,1,SE,UP,KHPI,KJT,
KP10,95010,2,SE,UP,KHPI,CSMT,
KP12,95012,2,SE,UP,KHPI,CSMT,
SKP16,96016,1,SE,UP,KHPI,KJT,
SKP18,96018,1,SE,UP,KHPI,KJT,
KP14,96020,1,SE,UP,KHPI,CSMT,
SKP20,96022,1,SE,UP,KHPI,KJT,
SKP1,96001,1,SE,DN,KJT,KHPI,
KP1,95001,2,SE,DN,CSMT,KHPI,
SKP3,96003,1,SE,DN,KJT,KHPI,
KP3,95003,2,SE,DN,CSMT,KHPI,
SKP5,96005,1,SE,DN,KJT,KHPI,
SKP7,96007,1,SE,DN,KJT,KHPI,
SKP9,96009,1,SE,DN,KJT,KHPI,
KP5,95005,2,SE,DN,CSMT,KHPI,
SKP11,96011,1,SE,DN,KJT,KHPI,
KP7,95007,2,SE,DN,CSMT,KHPI,
KP9,95009,2,SE,DN,CSMT,KHPI,
SKP13,96013,1,SE,DN,KJT,KHPI,
SKP15,96015,1,SE,DN,KJT,KHPI,
KP11,95011,2,SE,DN,CSMT,KHPI,
KP13,95013,2,SE,DN,CSMT,KHPI,
KP15,96019,1,SE,DN,CSMT,KHPI,
KP17,95015,2,SE,DN,CSMT,KHPI,
TPL24,99024,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
TPL22,99022,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
V15,98517,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
V17,98519,0,HARBOUR,DN,CSMTH,VSH,Harbour Line to VSH
TNU12,99212,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TNU14,99214,0,THB_NEU,UP,NEU_THB,TNA,Trans-Harbour to NEU_THB
TV22,99422,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV24,99424,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV26,99426,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
GN29,98729,0,CSMTH_GMN,DN,CSMTH,GMN,CSMTH to GMN
BR19,98325,0,HARBOUR,DN,CSMTH,BEPR,Harbour Line to BEPR
PL73,98089,0,HARBOUR,DN,CSMTH,PNVL,Harbour Line to PNVL
TV20,99420,0,THB_VSH,UP,VSH_THB,TNA,Trans-Harbour to VSH_THB
TV25,99425,0,THB_VSH,DN,TNA,VSH_THB,Trans-Harbour to VSH_THB
TPL26,99026,0,THB_PNVL,UP,PNVL,TNA,Trans-Harbour to PNVL
PK10,97038,1,MAIN,UP,KYN,PR,
T50,97342,1,MAIN,UP,TNA,CSMT,
BL14,96210,1,SE,UP,BUD,CSMT,
